,,REPORTE COTIZACIONES,,,,01/01/2000 - 04/02/2023,,
Instrumento,Fecha,,Precio,Var %,Var Anual %,,TIR %,Mod. Duration (años)
JMIN,05/07/2010,,"3,29","-0,30","204,70",,,
JMIN,02/07/2010,,"3,30","0,00","217,40",,,
JMIN,01/07/2010,,"3,30","3,20","208,50",,,
JMIN,30/06/2010,,"3,20","0,00","199,10",,,
JMIN,29/06/2010,,"3,20","-2,40","196,30",,,
JMIN,28/06/2010,,"3,28","-0,30","203,80",,,
JMIN,25/06/2010,,"3,29","0,00","219,50",,,
JMIN,24/06/2010,,"3,29","0,00","225,80",,,
JMIN,23/06/2010,,"3,28","0,00","249,00",,,
JMIN,22/06/2010,,"3,25","-0,90","255,20",,,
JMIN,18/06/2010,,"3,28","0,00","262,50",,,
JMIN,17/06/2010,,"3,28","0,00","277,10",,,
JMIN,16/06/2010,,"3,28","0,00","266,50",,,
JMIN,15/06/2010,,"3,28","1,30","266,50",,,
JMIN,14/06/2010,,"3,27","-0,30","265,40",,,
JMIN,11/06/2010,,"3,28","1,00","260,50",,,
JMIN,10/06/2010,,"3,25","2,60","253,30",,,
JMIN,09/06/2010,,"3,17","-0,30","244,60",,,
JMIN,08/06/2010,,"3,18","2,60","253,40",,,
JMIN,07/06/2010,,"3,10","1,00","244,50",,,
JMIN,04/06/2010,,"3,07","-0,60","241,20",,,
JMIN,03/06/2010,,"3,08","2,00","250,00",,,
JMIN,02/06/2010,,"3,02","1,10","239,80",,,
JMIN,28/05/2010,,"2,99","-0,90","228,30",,,
JMIN,27/05/2010,,"3,02","6,00","211,40",,,
JMIN,26/05/2010,,"2,85","0,80","193,90",,,
JMIN,21/05/2010,,"2,83","1,10","188,80",,,
JMIN,20/05/2010,,"2,80","0,00","185,80",,,
JMIN,19/05/2010,,"2,84","-2,00","195,90",,,
JMIN,18/05/2010,,"2,90","3,60","196,00",,,
JMIN,17/05/2010,,"2,85","-3,00","190,90",,,
JMIN,14/05/2010,,"2,90","-5,20","210,20",,,
JMIN,13/05/2010,,"3,06","-1,20","212,60",,,
JMIN,12/05/2010,,"3,10","-2,20","216,70",,,
JMIN,11/05/2010,,"3,17","4,00","256,20",,,
JMIN,10/05/2010,,"3,05","9,71",,,,
JMIN,07/05/2010,,"2,78","-4,10","216,00",,,
JMIN,06/05/2010,,"2,90","-6,10","253,70",,,
JMIN,05/05/2010,,"3,09","-2,80","272,30",,,
JMIN,04/05/2010,,"3,18","-3,60","295,10",,,
JMIN,03/05/2010,,"3,30","0,00","310,00",,,
JMIN,30/04/2010,,"3,30","0,00","310,00",,,
JMIN,29/04/2010,,"3,30","0,00","307,50",,,
JMIN,28/04/2010,,"3,30","0,00","307,50",,,
JMIN,27/04/2010,,"3,30","-1,70","307,50",,,
JMIN,26/04/2010,,"3,36","1,90","314,90",,,
JMIN,23/04/2010,,"3,30","1,60","288,30",,,
JMIN,22/04/2010,,"3,25","-1,80","282,40",,,
JMIN,21/04/2010,,"3,31","-0,60","298,80",,,
JMIN,20/04/2010,,"3,30","0,70","288,30",,,
JMIN,19/04/2010,,"3,28","1,00","285,90",,,
JMIN,16/04/2010,,"3,25","0,00","289,30",,,
JMIN,15/04/2010,,"3,25","-0,60","289,30",,,
JMIN,14/04/2010,,"3,27","2,19",,,,
JMIN,13/04/2010,,"3,20","-1,50","285,60",,,
JMIN,12/04/2010,,"3,25","0,70","291,60",,,
JMIN,09/04/2010,,"3,23","0,70","289,20",,,
JMIN,08/04/2010,,"3,15","1,70","279,60",,,
JMIN,07/04/2010,,"3,10","1,50","260,50",,,
JMIN,06/04/2010,,"3,14","1,70","265,20",,,
JMIN,05/04/2010,,"3,09","-0,30","259,40",,,
JMIN,31/03/2010,,"3,10","1,70","282,80",,,
JMIN,30/03/2010,,"3,05","-0,65",,,,
JMIN,29/03/2010,,"3,07","1,32",,,,
JMIN,26/03/2010,,"3,03","-3,81",,,,
JMIN,25/03/2010,,"3,15","2,27",,,,
JMIN,23/03/2010,,"3,08","-5,23",,,,
JMIN,22/03/2010,,"3,25","-6,88",,,,
JMIN,19/03/2010,,"3,49","-1,69",,,,
JMIN,18/03/2010,,"3,55","5,97",,,,
JMIN,17/03/2010,,"3,35","9,84",,,,
JMIN,16/03/2010,,"3,05","5,17",,,,
JMIN,15/03/2010,,"2,82","-4,40","266,30",,,
JMIN,12/03/2010,,"2,93","10,60","296,00",,,
JMIN,11/03/2010,,"2,65","5,20","253,40",,,
JMIN,10/03/2010,,"2,50","6,00","220,60",,,
JMIN,09/03/2010,,"2,36","4,90","202,60",,,
JMIN,08/03/2010,,"2,25","3,70","188,50",,,
JMIN,05/03/2010,,"2,17","0,00",,,,
JMIN,04/03/2010,,"2,17","-0,40","171,30",,,
JMIN,03/03/2010,,"2,18","0,00","172,50",,,
JMIN,02/03/2010,,"2,18","1,90","172,50",,,
JMIN,01/03/2010,,"2,14","9,80","167,50",,,
JMIN,26/02/2010,,"1,95","2,10","119,20",,,
JMIN,25/02/2010,,"1,91","0,60","119,60",,,
JMIN,24/02/2010,,"1,90","0,00",,,,
JMIN,23/02/2010,,"1,90","0,00","1,18",,,
JMIN,22/02/2010,,"1,90","0,00","1,18",,,
JMIN,19/02/2010,,"1,90","0,01","1,11",,,
JMIN,18/02/2010,,"1,88","0,02","1,07",,,
JMIN,17/02/2010,,"1,85","0,03","0,97",,,
JMIN,16/02/2010,,"1,80","0,00","1,02",,,
JMIN,15/02/2010,,"1,80","0,00",,,,
JMIN,12/02/2010,,"1,80","0,00",,,,
JMIN,11/02/2010,,"1,80","1,69",,,,
JMIN,10/02/2010,,"1,77","0,00",,,,
JMIN,09/02/2010,,"1,77","0,00",,,,
JMIN,08/02/2010,,"1,77","0,57",,,,
JMIN,05/02/2010,,"1,76","-2,22",,,,
JMIN,04/02/2010,,"1,80","-2,70",,,,
JMIN,03/02/2010,,"1,85","0,00",,,,
JMIN,02/02/2010,,"1,85","1,09",,,,
JMIN,01/02/2010,,"1,83","2,81",,,,
JMIN,29/01/2010,,"1,78","0,00",,,,
JMIN,28/01/2010,,"1,78","-1,11",,,,
JMIN,27/01/2010,,"1,80","-2,70",,,,
JMIN,26/01/2010,,"1,85","3,93",,,,
JMIN,25/01/2010,,"1,78","-1,11",,,,
JMIN,22/01/2010,,"1,80","-1,64",,,,
JMIN,20/01/2010,,"1,83","-2,66",,,,
JMIN,19/01/2010,,"1,88","-3,59",,,,
JMIN,18/01/2010,,"1,95","8,33",,,,
JMIN,15/01/2010,,"1,80","-2,70",,,,
JMIN,14/01/2010,,"1,85","6,94",,,,
JMIN,13/01/2010,,"1,73","-1,70",,,,
JMIN,12/01/2010,,"1,76","-5,38",,,,
JMIN,11/01/2010,,"1,85","0,00",,,,
JMIN,08/01/2010,,"1,85","-1,07",,,,
JMIN,07/01/2010,,"1,87","0,00",,,,
JMIN,06/01/2010,,"1,87","-1,06",,,,
JMIN,05/01/2010,,"1,89","1,07",,,,
JMIN,04/01/2010,,"1,87","0,81",,,,
JMIN,30/12/2009,,"1,94","-0,51",,,,
JMIN,29/12/2009,,"1,95","3,72",,,,
JMIN,28/12/2009,,"1,88","2,73",,,,
JMIN,23/12/2009,,"1,83","3,39",,,,
JMIN,22/12/2009,,"1,77","1,14",,,,
JMIN,21/12/2009,,"1,75","-0,57",,,,
JMIN,18/12/2009,,"1,76","-1,12",,,,
JMIN,17/12/2009,,"1,78","1,71",,,,
JMIN,16/12/2009,,"1,75","-1,69",,,,
JMIN,15/12/2009,,"1,78","3,49",,,,
JMIN,14/12/2009,,"1,72","-0,58",,,,
JMIN,11/12/2009,,"1,73","0,58",,,,
JMIN,10/12/2009,,"1,72","1,18",,,,
JMIN,09/12/2009,,"1,70","0,00",,,,
JMIN,07/12/2009,,"1,70","1,19","0,00",,,
JMIN,04/12/2009,,"1,68","-1,18","-1,16",,,
JMIN,03/12/2009,,"1,70","-1,16","-0,09",,,
JMIN,02/12/2009,,"1,72","-3,91","-1,57",,,
JMIN,01/12/2009,,"1,79","5,29","0,08",,,
JMIN,30/11/2009,,"1,70","0,00","0,00",,,
JMIN,27/11/2009,,"1,70","-1,16","-0,99",,,
JMIN,26/11/2009,,"1,72","-1,15","-0,46",,,
JMIN,25/11/2009,,"1,74","1,16","0,66",,,
JMIN,24/11/2009,,"1,72","-2,82","-0,75",,,
JMIN,23/11/2009,,"1,77","2,91","1,96",,,
JMIN,20/11/2009,,"1,72","-1,15","-0,43",,,
JMIN,19/11/2009,,"1,74","-0,57","-0,23",,,
JMIN,18/11/2009,,"1,75","0,00","0,00",,,
JMIN,17/11/2009,,"1,75","0,00","0,00",,,
JMIN,16/11/2009,,"1,75","1,16","0,41",,,
JMIN,13/11/2009,,"1,73","-1,70","-1,30",,,
JMIN,12/11/2009,,"1,76","0,00","0,00",,,
JMIN,11/11/2009,,"1,76","1,73","1,45",,,
JMIN,10/11/2009,,"1,73","2,37","1,59",,,
JMIN,09/11/2009,,"1,69","-0,59","-0,39",,,
JMIN,05/11/2009,,"1,70","0,00","0,00",,,
JMIN,04/11/2009,,"1,70","8,28","2,16",,,
JMIN,03/11/2009,,"1,57","8,28","4,24",,,
JMIN,02/11/2009,,"1,45","0,00","0,00",,,
JMIN,30/10/2009,,"1,45","-6,45","-6,36",,,
JMIN,29/10/2009,,"1,55","0,00","0,00",,,
JMIN,28/10/2009,,"1,55","-3,73","-3,16",,,
JMIN,27/10/2009,,"1,61","-5,29","-4,01",,,
JMIN,26/10/2009,,"1,70","0,00","0,00",,,
JMIN,22/10/2009,,"1,70","0,00","0,00",,,
JMIN,21/10/2009,,"1,70","1,19","0,27",,,
JMIN,20/10/2009,,"1,68","-1,18","-1,08",,,
JMIN,19/10/2009,,"1,70","0,00","0,00",,,
JMIN,16/10/2009,,"1,70","0,00","0,00",,,
JMIN,15/10/2009,,"1,70","3,03","0,37",,,
JMIN,14/10/2009,,"1,65","-2,94","-2,28",,,
JMIN,13/10/2009,,"1,75","2,94","2,68",,,
JMIN,09/10/2009,,"1,70","-1,73","-0,49",,,
JMIN,08/10/2009,,"1,73","1,17","0,90",,,
JMIN,07/10/2009,,"1,71","-0,58","-0,31",,,
JMIN,06/10/2009,,"1,72","-2,82","-1,71",,,
JMIN,05/10/2009,,"1,77","4,12","1,42",,,
JMIN,02/10/2009,,"1,70","1,19","0,17",,,
JMIN,01/10/2009,,"1,68","-1,18","-0,07",,,
JMIN,30/09/2009,,"1,70","0,59","0,15",,,
JMIN,29/09/2009,,"1,69","4,32","0,84",,,
JMIN,28/09/2009,,"1,62","5,19","2,84",,,
JMIN,25/09/2009,,"1,54","5,48","5,17",,,
JMIN,24/09/2009,,"1,44","-1,37","-0,90",,,
JMIN,23/09/2009,,"1,46","-1,35","-1,32",,,
JMIN,22/09/2009,,"1,48","6,47","5,36",,,
JMIN,21/09/2009,,"1,39","-4,14","-0,52",,,
JMIN,18/09/2009,,"1,40","0,00","0,00",,,
JMIN,17/09/2009,,"1,40","-2,10","-1,15",,,
JMIN,16/09/2009,,"1,43","3,62","0,27",,,
JMIN,15/09/2009,,"1,38","-3,50","-0,80",,,
JMIN,14/09/2009,,"1,43","-0,69","-0,35",,,
JMIN,11/09/2009,,"1,44","-2,70","-0,02",,,
JMIN,08/09/2009,,"1,48","8,03","4,28",,,
JMIN,07/09/2009,,"1,37","-1,44","-0,78",,,
JMIN,04/09/2009,,"1,39","0,00","0,00",,,
JMIN,03/09/2009,,"1,39","-2,80","-1,28",,,
JMIN,02/09/2009,,"1,43","0,00","0,00",,,
JMIN,01/09/2009,,"1,43","-2,05","-1,40",,,
JMIN,31/08/2009,,"1,46","-1,35","-1,15",,,
JMIN,28/08/2009,,"1,48","2,07","1,73",,,
JMIN,27/08/2009,,"1,45","0,00","0,00",,,
JMIN,26/08/2009,,"1,45","-3,33","-1,26",,,
JMIN,25/08/2009,,"1,50","0,00","0,00",,,
JMIN,24/08/2009,,"1,50","-3,23","-1,37",,,
JMIN,21/08/2009,,"1,55","3,33","1,31",,,
JMIN,20/08/2009,,"1,50","1,35","0,73",,,
JMIN,19/08/2009,,"1,48","3,50","0,32",,,
JMIN,18/08/2009,,"1,43","-3,38","-3,19",,,
JMIN,14/08/2009,,"1,48","3,50","1,80",,,
JMIN,13/08/2009,,"1,43","10,00","3,10",,,
JMIN,12/08/2009,,"1,30","2,36","1,27",,,
JMIN,11/08/2009,,"1,27","-0,78","-0,45",,,
JMIN,10/08/2009,,"1,28","0,79","0,09",,,
JMIN,07/08/2009,,"1,27","5,83","3,09",,,
JMIN,06/08/2009,,"1,20","1,69","1,19",,,
JMIN,05/08/2009,,"1,18","8,26","2,32",,,
JMIN,04/08/2009,,"1,09","2,83","0,14",,,
JMIN,03/08/2009,,"1,06","0,00","0,00",,,
JMIN,31/07/2009,,"1,06","-1,85","-0,07",,,
JMIN,30/07/2009,,"1,08","0,93","0,06",,,
JMIN,29/07/2009,,"1,07","1,90","1,33",,,
JMIN,28/07/2009,,"1,05","0,00","0,00",,,
JMIN,27/07/2009,,"1,05","0,96","0,60",,,
JMIN,24/07/2009,,"1,04","-0,95","-0,07",,,
JMIN,23/07/2009,,"1,05","1,94","1,45",,,
JMIN,22/07/2009,,"1,03","-0,96","-0,68",,,
JMIN,21/07/2009,,"1,04","-0,95","-0,58",,,
JMIN,20/07/2009,,"1,05","0,00","0,00",,,
JMIN,17/07/2009,,"1,05","-3,67","-2,48",,,
JMIN,16/07/2009,,"1,09","1,87","0,89",,,
JMIN,15/07/2009,,"1,07","3,88","0,60",,,
JMIN,14/07/2009,,"1,03","-1,90","-1,10",,,
JMIN,08/07/2009,,"1,05","-6,25","-6,17",,,
JMIN,07/07/2009,,"1,12","3,70","0,51",,,
JMIN,06/07/2009,,"1,08","4,85","1,62",,,
JMIN,03/07/2009,,"1,03","-0,96","-0,43",,,
JMIN,02/07/2009,,"1,04","-2,80","-0,08",,,
JMIN,01/07/2009,,"1,07","0,00","0,00",,,
JMIN,30/06/2009,,"1,07","-0,93","-0,38",,,
JMIN,29/06/2009,,"1,08","3,85","3,63",,,
JMIN,26/06/2009,,"1,04","0,97","0,19",,,
JMIN,25/06/2009,,"1,03","1,98","1,72",,,
JMIN,24/06/2009,,"1,01","7,45","3,58",,,
JMIN,23/06/2009,,"0,94","2,73","0,67",,,
JMIN,22/06/2009,,"0,92","0,00","0,00",,,
JMIN,19/06/2009,,"0,92","1,10","0,49",,,
JMIN,18/06/2009,,"0,90","4,02","0,90",,,
JMIN,17/06/2009,,"0,87","-2,79","-1,31",,,
JMIN,16/06/2009,,"0,90","-1,65","-0,05",,,
JMIN,12/06/2009,,"0,91","0,00","0,00",,,
JMIN,11/06/2009,,"0,91","-1,09","-0,53",,,
JMIN,10/06/2009,,"0,92","-0,97","-0,24",,,
JMIN,09/06/2009,,"0,92","2,22","0,25",,,
JMIN,08/06/2009,,"0,90","3,45","0,15",,,
JMIN,05/06/2009,,"0,87","-3,33","-1,96",,,
JMIN,04/06/2009,,"0,90","2,27","0,17",,,
JMIN,03/06/2009,,"0,88","-1,01","-0,53",,,
JMIN,02/06/2009,,"0,89","-2,31","-1,36",,,
JMIN,01/06/2009,,"0,91","-0,98","-0,30",,,
LOMA,03/02/2023,,"499,30","-4,26","0,90",,,
LOMA,03/02/2023,,"499,30","-4,26","0,90",,,
LOMA,02/02/2023,,"521,50","0,00","1,00",,,
LOMA,01/02/2023,,"527,55","0,00","0,91",,,
LOMA,31/01/2023,,"522,45","0,00","0,86",,,
LOMA,30/01/2023,,"519,00","0,00","1,00",,,
LOMA,27/01/2023,,"533,20","0,00","1,00",,,
LOMA,27/01/2023,,"535,00","-3,05","1,00",,,
LOMA,26/01/2023,,"551,85","0,00","1,05",,,
LOMA,25/01/2023,,"553,70","0,00","1,10",,,
LOMA,24/01/2023,,"535,00","0,00","2,00",,,
LOMA,23/01/2023,,"541,45","0,00","1,11",,,
LOMA,20/01/2023,,"530,45","0,00","1,07",,,
LOMA,20/01/2023,,"530,00","3,84","1,00",,,
LOMA,19/01/2023,,"510,40","0,00","1,00",,,
LOMA,18/01/2023,,"508,30","0,00","1,00",,,
LOMA,17/01/2023,,"568,25","0,00","1,13",,,
LOMA,16/01/2023,,"566,75","0,00","1,05",,,
LOMA,13/01/2023,,"539,45","0,00","0,95",,,
LOMA,13/01/2023,,"540,00","2,77","2,00",,,
LOMA,12/01/2023,,"525,45","0,00","0,96",,,
LOMA,11/01/2023,,"494,20","0,00","0,90",,,
LOMA,10/01/2023,,"469,50","0,00","0,80",,,
LOMA,09/01/2023,,"476,90","0,00","0,80",,,
LOMA,06/01/2023,,"474,60","0,00","0,80",,,
LOMA,06/01/2023,,"476,00","4,04","1,00",,,
LOMA,05/01/2023,,"457,50","0,00","0,70",,,
LOMA,04/01/2023,,"462,95","0,00","0,70",,,
LOMA,03/01/2023,,"461,00","0,00","1,00",,,
LOMA,02/01/2023,,"488,45","0,00","0,79",,,
LOMA,30/12/2022,,"474,65","0,00","0,74",,,
LOMA,30/12/2022,,"476,00","0,52","1,00",,,
LOMA,29/12/2022,,"473,55","0,00","0,74",,,
LOMA,28/12/2022,,"482,85","0,00","0,83",,,
LOMA,27/12/2022,,"469,00","4,35","1,00",,,
LOMA,26/12/2022,,"449,45","0,00","0,71",,,
LOMA,23/12/2022,,"436,65","0,00","0,66",,,
LOMA,23/12/2022,,"441,90","0,94","0,70",,,
LOMA,22/12/2022,,"437,80","0,00","0,70",,,
LOMA,21/12/2022,,"437,15","0,00","0,68",,,
LOMA,20/12/2022,,"434,95","0,00","0,70",,,
LOMA,19/12/2022,,"430,15","0,00","0,72",,,
LOMA,16/12/2022,,"435,45","0,00","0,74",,,
LOMA,16/12/2022,,"436,00","1,81","1,00",,,
LOMA,15/12/2022,,"428,25","0,00","0,72",,,
LOMA,14/12/2022,,"426,45","0,00","0,71",,,
LOMA,13/12/2022,,"422,05","0,00","0,69",,,
LOMA,12/12/2022,,"423,75","0,00","0,70",,,
LOMA,07/12/2022,,"430,05","0,00","0,73",,,
LOMA,07/12/2022,,"432,30","-0,21","0,60",,,
LOMA,06/12/2022,,"433,20","0,00","0,60",,,
LOMA,05/12/2022,,"416,90","0,00","0,60",,,
LOMA,02/12/2022,,"425,75","0,00","0,56",,,
LOMA,02/12/2022,,"426,95","-2,13","0,58",,,
LOMA,01/12/2022,,"436,25","0,00","0,61",,,
LOMA,30/11/2022,,"436,60","0,00","0,70",,,
LOMA,29/11/2022,,"426,15","0,00","0,67",,,
LOMA,28/11/2022,,"412,55","0,00","0,62",,,
LOMA,25/11/2022,,"420,00","0,00","1,00",,,
LOMA,25/11/2022,,"420,50","-1,81","0,60",,,
LOMA,24/11/2022,,"428,25","0,00","0,54",,,
LOMA,23/11/2022,,"419,05","0,00","0,57",,,
LOMA,22/11/2022,,"428,80","0,00","0,60",,,
LOMA,18/11/2022,,"423,65","0,00","0,58",,,
LOMA,18/11/2022,,"424,50","3,51","0,50",,,
LOMA,17/11/2022,,"410,10","0,00","0,40",,,
LOMA,16/11/2022,,"403,40","0,00","0,40",,,
LOMA,15/11/2022,,"392,20","0,00","0,40",,,
LOMA,14/11/2022,,"393,45","0,00","0,36",,,
LOMA,11/11/2022,,"397,35","0,00","0,37",,,
LOMA,11/11/2022,,"397,00","4,19","1,00",,,
LOMA,10/11/2022,,"381,05","0,00","0,21",,,
LOMA,09/11/2022,,"384,95","0,00","0,24",,,
LOMA,08/11/2022,,"409,00","0,00","1,00",,,
LOMA,07/11/2022,,"415,05","0,00","0,34",,,
LOMA,04/11/2022,,"422,55","0,00","0,36",,,
LOMA,04/11/2022,,"425,30","3,48","0,40",,,
LOMA,03/11/2022,,"411,00","0,00","1,00",,,
LOMA,02/11/2022,,"398,30","0,00","0,40",,,
LOMA,01/11/2022,,"414,30","0,00","0,40",,,
LOMA,31/10/2022,,"425,10","0,00","0,50",,,
LOMA,28/10/2022,,"407,85","0,00","0,42",,,
LOMA,28/10/2022,,"405,50","1,15","0,50",,,
LOMA,27/10/2022,,"400,90","0,00","0,50",,,
LOMA,26/10/2022,,"401,30","0,00","0,50",,,
LOMA,25/10/2022,,"405,00","0,00","1,00",,,
LOMA,24/10/2022,,"400,55","0,00","0,44",,,
LOMA,21/10/2022,,"392,55","0,00","0,41",,,
LOMA,21/10/2022,,"396,00","2,59","1,00",,,
LOMA,20/10/2022,,"386,00","0,00","1,00",,,
LOMA,19/10/2022,,"389,50","0,00","0,40",,,
LOMA,18/10/2022,,"400,05","0,00","0,43",,,
LOMA,17/10/2022,,"388,80","0,00","0,40",,,
LOMA,14/10/2022,,"395,75","0,00","0,41",,,
LOMA,14/10/2022,,"394,90","-5,25","0,50",,,
LOMA,13/10/2022,,"416,80","0,00","0,60",,,
LOMA,12/10/2022,,"405,00","0,00","1,00",,,
LOMA,11/10/2022,,"399,15","0,00","0,51",,,
LOMA,06/10/2022,,"419,55","0,00","0,58",,,
LOMA,06/10/2022,,"418,20","0,28","0,60",,,
LOMA,05/10/2022,,"417,05","0,00","0,59",,,
LOMA,04/10/2022,,"414,95","0,00","0,57",,,
LOMA,03/10/2022,,"409,15","0,00","0,52",,,
LOMA,30/09/2022,,"389,95","0,00","0,45",,,
LOMA,30/09/2022,,"389,00","1,83","1,00",,,
LOMA,29/09/2022,,"382,00","0,00","1,00",,,
LOMA,28/09/2022,,"379,90","0,00","0,40",,,
LOMA,27/09/2022,,"364,15","0,00","0,34",,,
LOMA,27/09/2022,,"365,00","-1,18","1,00",,,
LOMA,27/09/2022,,"366,25","-0,84","0,36",,,
LOMA,27/09/2022,,"366,70","-0,72","0,40",,,
LOMA,27/09/2022,,"366,50","-0,77","0,40",,,
LOMA,27/09/2022,,"365,50","-1,04","0,40",,,
LOMA,27/09/2022,,"361,05","-2,25","0,34",,,
LOMA,27/09/2022,,"361,00","-2,26","1,00",,,
LOMA,27/09/2022,,"360,00","-2,53","1,00",,,
LOMA,27/09/2022,,"362,00","-1,99","1,00",,,
LOMA,27/09/2022,,"361,00","-2,26","1,00",,,
LOMA,27/09/2022,,"363,00","-1,72","1,00",,,
LOMA,27/09/2022,,"362,00","-1,99","1,00",,,
LOMA,27/09/2022,,"362,25","-1,92","0,34",,,
LOMA,27/09/2022,,"366,95","-0,65","0,36",,,
LOMA,27/09/2022,,"369,35","0,00","0,37",,,
LOMA,27/09/2022,,"372,10","0,74","0,40",,,
LOMA,27/09/2022,,"372,50","0,85","0,40",,,
LOMA,27/09/2022,,"372,65","0,89","0,38",,,
LOMA,27/09/2022,,"373,00","0,99","1,00",,,
LOMA,27/09/2022,,"369,40","0,01","0,40",,,
LOMA,27/09/2022,,"369,00","-0,10","1,00",,,
LOMA,26/09/2022,,"369,35","0,00","0,37",,,
LOMA,26/09/2022,,"377,75","-0,57","0,40",,,
LOMA,26/09/2022,,"366,70","-3,48","0,40",,,
LOMA,26/09/2022,,"370,70","-2,42","0,40",,,
LOMA,26/09/2022,,"371,55","-2,20","0,38",,,
LOMA,26/09/2022,,"369,95","-2,62","0,37",,,
LOMA,26/09/2022,,"366,25","-3,59","0,36",,,
LOMA,26/09/2022,,"365,00","-3,92","1,00",,,
LOMA,26/09/2022,,"365,00","-3,92","1,00",,,
LOMA,26/09/2022,,"364,00","-4,18","1,00",,,
LOMA,26/09/2022,,"362,80","-4,50","0,40",,,
LOMA,26/09/2022,,"369,00","-2,87","1,00",,,
LOMA,26/09/2022,,"369,00","-2,87","1,00",,,
LOMA,26/09/2022,,"368,00","-3,13","1,00",,,
LOMA,26/09/2022,,"373,00","-1,82","1,00",,,
LOMA,26/09/2022,,"375,80","-1,08","0,40",,,
LOMA,26/09/2022,,"374,00","-1,55","1,00",,,
LOMA,26/09/2022,,"377,00","-0,76","1,00",,,
LOMA,26/09/2022,,"377,00","-0,76","1,00",,,
LOMA,26/09/2022,,"377,00","-0,76","1,00",,,
LOMA,26/09/2022,,"379,00","-0,24","1,00",,,
LOMA,26/09/2022,,"383,90","1,05","0,50",,,
LOMA,26/09/2022,,"383,90","1,05","0,50",,,
