"Fecha","Último","Apertura","Máximo","Mínimo","Vol.","% var."
"04.01.2005","1.337,46","1.369,50","1.367,49","1.333,81","","-2,34%"
"03.01.2005","1.369,50","1.376,01","1.390,30","1.367,62","","-0,43%"
"31.12.2004","1.375,37","1.384,61","1.386,81","1.372,80","","-0,67%"
"30.12.2004","1.384,61","1.391,76","1.408,10","1.381,18","","-0,35%"
"29.12.2004","1.389,53","1.365,70","1.389,53","1.363,08","","1,67%"
"28.12.2004","1.366,73","1.376,25","1.380,69","1.363,41","","-0,69%"
"27.12.2004","1.376,25","1.366,90","1.385,68","1.366,86","","0,70%"
"24.12.2004","1.366,69","1.356,60","1.374,65","1.356,60","","0,74%"
"23.12.2004","1.356,60","1.322,99","1.358,97","1.322,99","","2,59%"
"22.12.2004","1.322,37","1.325,29","1.330,29","1.312,51","","-0,22%"
"21.12.2004","1.325,29","1.307,33","1.331,10","1.307,33","","1,49%"
"20.12.2004","1.305,87","1.256,35","1.307,28","1.256,35","","3,98%"
"17.12.2004","1.255,84","1.247,37","1.259,00","1.244,66","","0,73%"
"16.12.2004","1.246,68","1.253,82","1.259,62","1.246,17","","-0,54%"
"15.12.2004","1.253,47","1.238,74","1.253,54","1.237,72","","1,29%"
"14.12.2004","1.237,49","1.233,95","1.243,34","1.230,49","","0,34%"
"13.12.2004","1.233,32","1.234,78","1.243,74","1.225,87","","-0,08%"
"10.12.2004","1.234,30","1.222,12","1.239,24","1.222,12","","1,26%"
"09.12.2004","1.219,00","1.204,62","1.219,15","1.189,89","","1,19%"
"07.12.2004","1.204,62","1.226,65","1.229,35","1.202,47","","-1,55%"
"06.12.2004","1.223,54","1.220,28","1.225,68","1.210,41","","0,39%"
"03.12.2004","1.218,75","1.193,59","1.220,61","1.192,06","","2,11%"
"02.12.2004","1.193,59","1.222,48","1.236,06","1.186,39","","-2,24%"
"01.12.2004","1.220,95","1.213,09","1.234,01","1.211,63","","0,65%"
"30.11.2004","1.213,09","1.168,09","1.213,47","1.167,16","","3,91%"
"29.11.2004","1.167,46","1.183,16","1.186,67","1.156,66","","-1,33%"
"26.11.2004","1.183,16","1.187,32","1.197,62","1.182,28","","-0,35%"
"25.11.2004","1.187,32","1.177,58","1.195,36","1.177,58","","0,44%"
"24.11.2004","1.182,17","1.202,61","1.202,67","1.173,94","","-1,82%"
"23.11.2004","1.204,14","1.193,37","1.211,58","1.175,34","","0,90%"
"22.11.2004","1.193,37","1.253,36","1.253,36","1.183,76","","-4,87%"
"19.11.2004","1.254,45","1.268,90","1.276,00","1.242,95","","-0,73%"
"18.11.2004","1.263,63","1.258,32","1.267,26","1.243,74","","0,12%"
"17.11.2004","1.262,14","1.261,10","1.278,52","1.261,10","","0,35%"
"16.11.2004","1.257,75","1.247,81","1.270,33","1.246,78","","0,80%"
"15.11.2004","1.247,81","1.259,30","1.259,30","1.216,29","","-0,78%"
"12.11.2004","1.257,60","1.281,25","1.300,81","1.255,41","","-2,08%"
"11.11.2004","1.284,26","1.297,65","1.304,24","1.276,03","","-1,00%"
"10.11.2004","1.297,23","1.286,19","1.303,33","1.284,61","","0,86%"
"09.11.2004","1.286,19","1.293,90","1.297,11","1.271,55","","-0,83%"
"08.11.2004","1.296,96","1.325,51","1.339,64","1.293,39","","-2,13%"
"05.11.2004","1.325,17","1.302,90","1.334,09","1.302,90","","1,71%"
"04.11.2004","1.302,90","1.292,48","1.303,61","1.271,82","","1,05%"
"03.11.2004","1.289,42","1.306,03","1.314,11","1.284,38","","-0,81%"
"02.11.2004","1.299,92","1.314,74","1.324,41","1.297,73","","-1,11%"
"01.11.2004","1.314,50","1.287,73","1.324,37","1.287,73","","2,13%"
"29.10.2004","1.287,14","1.281,72","1.288,40","1.268,19","","0,50%"
"28.10.2004","1.280,77","1.283,54","1.309,30","1.274,47","","-0,41%"
"27.10.2004","1.286,08","1.226,88","1.286,08","1.226,88","","4,96%"
"26.10.2004","1.225,35","1.208,55","1.227,06","1.201,68","","1,31%"
"25.10.2004","1.209,47","1.204,88","1.211,30","1.183,65","","0,42%"
"22.10.2004","1.204,46","1.234,78","1.242,93","1.200,34","","-2,44%"
"21.10.2004","1.234,56","1.219,61","1.245,14","1.219,61","","1,59%"
"20.10.2004","1.215,24","1.214,05","1.219,34","1.195,71","","-0,01%"
"19.10.2004","1.215,42","1.243,95","1.256,98","1.210,87","","-2,29%"
"18.10.2004","1.243,95","1.229,04","1.262,39","1.229,04","","1,23%"
"15.10.2004","1.228,85","1.191,12","1.233,78","1.187,34","","3,04%"
"14.10.2004","1.192,65","1.166,01","1.200,23","1.166,01","","2,32%"
"13.10.2004","1.165,66","1.138,68","1.165,66","1.136,51","","2,43%"
"12.10.2004","1.138,06","1.127,80","1.138,90","1.113,31","","0,83%"
"08.10.2004","1.128,74","1.141,14","1.142,92","1.122,04","","-1,01%"
"07.10.2004","1.140,26","1.136,58","1.148,21","1.128,00","","1,09%"
"06.10.2004","1.128,00","1.134,90","1.136,53","1.122,19","","-0,65%"
"05.10.2004","1.135,37","1.167,48","1.171,15","1.126,40","","-2,72%"
"04.10.2004","1.167,09","1.162,62","1.175,21","1.156,54","","0,60%"
"01.10.2004","1.160,12","1.144,37","1.166,24","1.144,37","","1,54%"
"30.09.2004","1.142,50","1.147,74","1.157,75","1.137,24","","-0,40%"
"29.09.2004","1.147,12","1.132,36","1.151,17","1.129,51","","1,30%"
"28.09.2004","1.132,36","1.114,18","1.140,01","1.114,18","","1,74%"
"27.09.2004","1.112,97","1.098,98","1.114,43","1.094,50","","1,27%"
"24.09.2004","1.098,98","1.101,71","1.113,80","1.096,27","","-0,19%"
"23.09.2004","1.101,11","1.084,73","1.107,91","1.083,36","","1,41%"
"22.09.2004","1.085,81","1.089,40","1.097,58","1.080,70","","-0,30%"
"21.09.2004","1.089,10","1.066,75","1.089,10","1.059,21","","2,10%"
"20.09.2004","1.066,75","1.057,28","1.073,60","1.057,28","","0,93%"
"17.09.2004","1.056,90","1.045,44","1.062,37","1.041,62","","1,11%"
"16.09.2004","1.045,28","1.028,09","1.045,28","1.028,09","","1,84%"
"15.09.2004","1.026,41","1.037,31","1.048,13","1.025,76","","-1,11%"
"14.09.2004","1.037,91","1.025,91","1.040,82","1.021,92","","1,22%"
"13.09.2004","1.025,39","1.003,10","1.028,67","1.003,10","","2,28%"
"10.09.2004","1.002,55","995,98","1.004,36","995,98","","0,71%"
"09.09.2004","995,53","985,41","1.001,18","985,41","","0,89%"
"08.09.2004","986,74","988,55","990,81","979,72","","-0,18%"
"07.09.2004","988,55","997,83","1.006,08","987,28","","-0,93%"
"06.09.2004","997,83","986,86","998,11","986,48","","1,14%"
"03.09.2004","986,55","976,54","987,00","974,10","","1,06%"
"02.09.2004","976,23","963,59","976,23","963,59","","1,41%"
"01.09.2004","962,66","951,01","962,66","948,98","","1,10%"
"31.08.2004","952,14","963,07","965,96","950,87","","-1,09%"
"30.08.2004","962,62","950,55","966,38","950,55","","1,27%"
"27.08.2004","950,55","940,20","952,23","940,20","","1,10%"
"26.08.2004","940,20","942,17","942,17","933,64","","-0,19%"
"25.08.2004","942,03","940,33","942,11","924,11","","0,21%"
"24.08.2004","940,02","936,55","945,87","936,24","","0,38%"
"23.08.2004","936,47","937,26","941,61","934,58","","-0,08%"
"20.08.2004","937,26","944,70","944,70","935,76","","-0,79%"
"19.08.2004","944,70","952,78","957,73","943,21","","-0,85%"
"18.08.2004","952,78","938,19","952,78","938,19","","1,57%"
"17.08.2004","938,03","934,18","939,72","926,94","","0,43%"
"13.08.2004","934,03","954,87","954,87","932,47","","-2,18%"
"12.08.2004","954,87","957,02","961,15","949,69","","-0,22%"
"11.08.2004","957,02","965,12","966,54","954,38","","-1,10%"
"10.08.2004","967,62","962,72","968,64","958,46","","0,41%"
"09.08.2004","963,70","964,40","967,74","955,81","","-0,04%"
"06.08.2004","964,11","974,24","984,28","960,60","","-0,99%"
"05.08.2004","973,77","983,95","994,90","973,65","","-1,02%"
"04.08.2004","983,80","967,88","984,47","967,88","","1,52%"
"03.08.2004","969,09","962,88","969,09","956,88","","0,69%"
"02.08.2004","962,41","963,44","965,75","955,04","","-0,38%"
"30.07.2004","966,10","954,93","968,20","954,24","","1,17%"
"29.07.2004","954,93","949,15","959,75","946,36","","0,61%"
"28.07.2004","949,15","939,92","949,15","934,13","","0,98%"
"27.07.2004","939,92","954,29","963,06","927,79","","-1,39%"
"26.07.2004","953,13","975,42","975,57","952,72","","-2,29%"
"23.07.2004","975,42","977,89","977,89","967,55","","-0,39%"
"22.07.2004","979,22","980,83","981,16","971,43","","-0,27%"
"21.07.2004","981,91","991,41","994,67","981,57","","-0,75%"
"20.07.2004","989,36","953,66","989,36","953,66","","3,74%"
"19.07.2004","953,66","961,61","961,76","950,38","","-0,83%"
"16.07.2004","961,61","962,81","975,04","950,09","","-0,09%"
"15.07.2004","962,51","975,62","980,29","955,83","","-1,01%"
"14.07.2004","972,36","949,90","982,05","947,48","","2,29%"
"13.07.2004","950,56","986,39","986,69","948,20","","-3,65%"
"12.07.2004","986,54","985,80","991,51","979,85","","0,10%"
"08.07.2004","985,54","969,35","986,59","967,53","","1,61%"
"07.07.2004","969,95","970,32","978,38","963,55","","0,00%"
"06.07.2004","969,92","977,26","983,89","968,80","","-1,02%"
"05.07.2004","979,93","967,68","979,93","967,68","","1,27%"
"02.07.2004","967,68","951,48","970,33","951,48","","1,73%"
"01.07.2004","951,18","945,89","963,05","941,03","","0,61%"
"30.06.2004","945,45","935,58","947,50","932,62","","1,28%"
"29.06.2004","933,49","922,60","935,69","918,75","","1,18%"
"28.06.2004","922,60","931,76","938,31","920,04","","-0,98%"
"25.06.2004","931,76","939,98","940,69","915,32","","-0,74%"
"24.06.2004","938,66","960,85","960,85","937,60","","-2,31%"
"23.06.2004","960,85","955,19","967,92","950,96","","0,61%"
"22.06.2004","955,03","950,67","959,06","941,75","","0,41%"
"18.06.2004","951,17","910,35","951,26","908,23","","4,56%"
"17.06.2004","909,69","909,30","927,94","901,65","","0,04%"
"16.06.2004","909,30","886,74","913,98","883,36","","2,54%"
"15.06.2004","886,74","855,24","886,74","853,33","","3,71%"
"14.06.2004","855,02","885,41","885,41","854,24","","-3,43%"
"11.06.2004","885,41","884,45","893,67","881,09","","0,05%"
"10.06.2004","884,95","904,22","906,02","880,73","","-2,13%"
"09.06.2004","904,22","931,46","931,46","902,48","","-3,08%"
"08.06.2004","932,95","932,84","940,66","930,50","","-0,12%"
"07.06.2004","934,05","928,68","937,92","920,04","","0,58%"
"04.06.2004","928,68","952,70","955,84","918,43","","-2,47%"
"03.06.2004","952,20","975,28","978,42","949,94","","-2,58%"
"02.06.2004","977,37","975,95","982,78","960,38","","0,18%"
"01.06.2004","975,62","954,50","975,62","954,50","","2,41%"
"31.05.2004","952,62","970,42","978,66","945,60","","-1,83%"
"28.05.2004","970,42","957,78","979,63","955,66","","1,38%"
"27.05.2004","957,17","943,33","957,17","940,39","","1,58%"
"26.05.2004","942,27","943,75","971,15","942,13","","-0,08%"
"24.05.2004","943,05","934,92","943,05","923,22","","2,42%"
"21.05.2004","920,79","891,24","929,85","890,19","","3,44%"
"20.05.2004","890,19","897,47","902,32","879,71","","-0,66%"
"19.05.2004","896,11","848,56","909,25","848,56","","6,14%"
"18.05.2004","844,30","858,56","869,22","828,34","","0,52%"
"17.05.2004","839,93","892,68","892,68","836,87","","-6,72%"
"14.05.2004","900,43","913,63","918,74","883,46","","-1,44%"
"13.05.2004","913,55","940,39","955,71","913,03","","-2,85%"
"12.05.2004","940,39","955,86","955,86","903,02","","-1,62%"
"11.05.2004","955,86","955,84","969,48","941,44","","3,70%"
"10.05.2004","921,72","1.005,87","1.005,87","920,15","","-8,37%"
"07.05.2004","1.005,87","1.054,94","1.054,94","990,70","","-4,65%"
"06.05.2004","1.054,94","1.081,78","1.082,93","1.050,03","","-2,58%"
"05.05.2004","1.082,93","1.080,84","1.087,10","1.075,45","","0,49%"
"04.05.2004","1.077,70","1.074,20","1.096,10","1.074,20","","0,33%"
"03.05.2004","1.074,20","1.078,05","1.078,05","1.049,17","","-0,35%"
"30.04.2004","1.077,93","1.107,30","1.108,28","1.073,75","","-2,38%"
"29.04.2004","1.104,16","1.131,13","1.134,20","1.099,25","","-2,56%"
"28.04.2004","1.133,22","1.138,07","1.141,51","1.124,73","","-0,43%"
"27.04.2004","1.138,07","1.152,14","1.157,40","1.132,82","","-1,35%"
"26.04.2004","1.153,62","1.144,18","1.165,80","1.137,30","","0,93%"
"23.04.2004","1.142,96","1.092,18","1.142,96","1.075,24","","4,63%"
"22.04.2004","1.092,40","1.085,89","1.104,93","1.084,89","","0,70%"
"21.04.2004","1.084,78","1.108,31","1.109,77","1.077,59","","-2,14%"
"20.04.2004","1.108,45","1.131,64","1.141,55","1.102,58","","-2,03%"
"19.04.2004","1.131,37","1.164,30","1.170,21","1.126,67","","-2,70%"
"16.04.2004","1.162,80","1.175,63","1.175,63","1.161,40","","-1,09%"
"15.04.2004","1.175,63","1.191,61","1.191,61","1.171,00","","-1,39%"
"14.04.2004","1.192,15","1.200,50","1.205,32","1.189,88","","-0,86%"
"13.04.2004","1.202,50","1.178,30","1.202,50","1.178,30","","2,10%"
"12.04.2004","1.177,80","1.182,36","1.185,31","1.169,09","","-0,39%"
"07.04.2004","1.182,36","1.190,87","1.190,87","1.169,27","","-0,72%"
"06.04.2004","1.190,92","1.198,04","1.202,49","1.187,22","","-0,55%"
"02.04.2004","1.197,54","1.212,27","1.221,38","1.196,77","","-1,13%"
"01.04.2004","1.211,27","1.202,14","1.217,94","1.202,14","","0,80%"
"31.03.2004","1.201,66","1.198,57","1.212,55","1.197,07","","0,30%"
"30.03.2004","1.198,02","1.184,26","1.207,15","1.184,26","","1,13%"
"29.03.2004","1.184,60","1.210,43","1.211,11","1.178,77","","-2,18%"
"26.03.2004","1.211,03","1.243,46","1.244,12","1.211,01","","-2,56%"
"25.03.2004","1.242,86","1.240,51","1.246,69","1.235,99","","0,25%"
"24.03.2004","1.239,81","1.256,79","1.257,99","1.239,32","","-1,37%"
"23.03.2004","1.257,07","1.259,32","1.264,94","1.243,60","","-0,15%"
"22.03.2004","1.258,96","1.275,20","1.294,06","1.253,16","","-1,27%"
"19.03.2004","1.275,20","1.256,42","1.277,67","1.250,68","","1,60%"
"18.03.2004","1.255,08","1.255,39","1.258,86","1.242,55","","0,05%"
"17.03.2004","1.254,50","1.240,91","1.264,81","1.240,91","","1,15%"
"16.03.2004","1.240,23","1.235,01","1.252,73","1.235,01","","0,42%"
"15.03.2004","1.235,01","1.259,29","1.279,85","1.229,91","","-1,89%"
"12.03.2004","1.258,74","1.234,88","1.259,63","1.225,37","","1,79%"
"11.03.2004","1.236,61","1.236,72","1.247,14","1.224,00","","-0,25%"
"10.03.2004","1.239,67","1.225,13","1.248,86","1.213,85","","1,81%"
"09.03.2004","1.217,65","1.152,13","1.218,85","1.152,13","","5,90%"
"08.03.2004","1.149,86","1.156,76","1.163,38","1.129,43","","-0,67%"
"05.03.2004","1.157,56","1.183,64","1.183,64","1.151,55","","-2,71%"
"04.03.2004","1.189,85","1.203,43","1.203,43","1.180,88","","-1,13%"
"03.03.2004","1.203,43","1.211,79","1.217,03","1.198,47","","-0,88%"
"02.03.2004","1.214,07","1.210,54","1.221,57","1.210,07","","0,29%"
"01.03.2004","1.210,54","1.183,14","1.210,54","1.179,29","","2,32%"
"27.02.2004","1.183,14","1.190,85","1.192,51","1.176,97","","-0,79%"
"26.02.2004","1.192,56","1.178,43","1.196,99","1.171,55","","1,20%"
"25.02.2004","1.178,43","1.201,81","1.206,28","1.177,05","","-2,09%"
"24.02.2004","1.203,58","1.200,32","1.211,08","1.187,46","","0,35%"
"23.02.2004","1.199,44","1.147,43","1.199,44","1.147,43","","4,67%"
"20.02.2004","1.145,94","1.122,78","1.145,94","1.114,85","","2,06%"
"19.02.2004","1.122,78","1.127,73","1.138,44","1.121,12","","-0,44%"
"18.02.2004","1.127,73","1.109,32","1.131,33","1.104,43","","1,65%"
"17.02.2004","1.109,37","1.116,88","1.130,94","1.107,31","","-0,93%"
"16.02.2004","1.119,74","1.088,80","1.123,24","1.088,80","","2,73%"
"13.02.2004","1.089,99","1.072,34","1.106,57","1.072,34","","1,75%"
"12.02.2004","1.071,27","1.030,79","1.077,07","1.030,79","","4,01%"
"11.02.2004","1.029,93","1.008,56","1.037,82","1.006,90","","2,30%"
"10.02.2004","1.006,79","1.091,76","1.091,76","997,28","","-7,88%"
"09.02.2004","1.092,96","1.053,06","1.093,45","1.053,06","","3,77%"
"06.02.2004","1.053,26","1.083,05","1.083,05","1.042,36","","-2,79%"
"05.02.2004","1.083,50","1.132,54","1.132,54","1.081,40","","-4,48%"
"04.02.2004","1.134,34","1.158,73","1.165,96","1.130,50","","-1,97%"
"03.02.2004","1.157,08","1.132,70","1.157,08","1.132,70","","2,41%"
"02.02.2004","1.129,86","1.141,08","1.146,40","1.121,09","","-0,96%"
"30.01.2004","1.140,81","1.144,67","1.153,62","1.122,42","","-0,34%"
"29.01.2004","1.144,67","1.181,51","1.181,51","1.133,58","","-3,12%"
"28.01.2004","1.181,51","1.204,33","1.208,08","1.179,16","","-1,80%"
"27.01.2004","1.203,19","1.200,06","1.218,14","1.200,06","","0,41%"
"26.01.2004","1.198,28","1.163,36","1.198,60","1.132,82","","2,98%"
"23.01.2004","1.163,60","1.210,82","1.215,05","1.153,34","","-3,90%"
"22.01.2004","1.210,82","1.222,15","1.233,63","1.205,17","","-1,06%"
"21.01.2004","1.223,77","1.260,45","1.263,59","1.221,32","","-2,88%"
"20.01.2004","1.260,03","1.247,65","1.267,45","1.241,56","","1,08%"
"19.01.2004","1.246,51","1.207,73","1.254,00","1.199,35","","3,17%"
"16.01.2004","1.208,18","1.199,60","1.215,78","1.186,02","","0,44%"
"15.01.2004","1.202,86","1.202,25","1.205,32","1.184,23","","0,05%"
"14.01.2004","1.202,25","1.206,06","1.225,38","1.193,38","","-0,28%"
"13.01.2004","1.205,62","1.175,33","1.217,92","1.173,37","","2,58%"
"12.01.2004","1.175,33","1.195,40","1.195,40","1.169,61","","-1,68%"
"09.01.2004","1.195,40","1.157,62","1.199,03","1.155,59","","3,26%"
"08.01.2004","1.157,62","1.161,71","1.168,85","1.149,49","","-0,45%"
"07.01.2004","1.162,80","1.158,75","1.169,95","1.147,18","","0,35%"
"06.01.2004","1.158,75","1.145,29","1.162,05","1.137,19","","1,24%"
"05.01.2004","1.144,52","1.102,37","1.145,37","1.102,37","","3,90%"
"02.01.2004","1.101,51","1.072,87","1.108,48","1.072,87","","2,76%"
"31.12.2003","1.071,95","1.075,77","1.079,09","1.068,11","","-0,25%"
"30.12.2003","1.074,60","1.078,03","1.086,77","1.073,98","","-0,31%"
"29.12.2003","1.077,98","1.044,70","1.078,44","1.044,70","","3,19%"
"26.12.2003","1.044,70","1.036,36","1.048,00","1.032,20","","0,80%"
"24.12.2003","1.036,36","1.029,56","1.037,07","1.028,38","","1,03%"
"23.12.2003","1.025,83","1.030,52","1.044,64","1.023,50","","-0,25%"
"22.12.2003","1.028,44","999,27","1.032,07","994,65","","2,88%"
"19.12.2003","999,69","1.019,32","1.021,77","999,04","","-1,93%"
"18.12.2003","1.019,32","1.000,34","1.021,91","998,43","","2,01%"
"17.12.2003","999,19","991,49","1.002,06","991,06","","0,84%"
"16.12.2003","990,90","982,62","990,90","976,65","","0,84%"
"15.12.2003","982,62","997,76","999,87","978,02","","-1,24%"
"12.12.2003","994,98","1.002,67","1.009,00","986,92","","-0,67%"
"11.12.2003","1.001,71","984,66","1.002,57","969,16","","1,73%"
"10.12.2003","984,66","1.017,85","1.018,90","978,92","","-3,28%"
"09.12.2003","1.018,00","1.030,10","1.033,18","1.018,00","","-0,90%"
"05.12.2003","1.027,27","1.010,73","1.029,10","1.010,03","","1,64%"
"04.12.2003","1.010,68","1.013,12","1.017,80","1.008,25","","-0,24%"
"03.12.2003","1.013,12","1.023,45","1.029,94","1.013,12","","-0,91%"
"02.12.2003","1.022,40","999,43","1.022,40","998,83","","2,30%"
"01.12.2003","999,43","996,78","1.003,54","988,24","","0,29%"
"28.11.2003","996,56","994,58","1.005,71","994,58","","0,30%"
"27.11.2003","993,53","990,02","1.001,38","987,79","","0,35%"
"26.11.2003","990,02","987,55","991,69","974,21","","0,46%"
"25.11.2003","985,50","970,98","989,64","970,98","","1,52%"
"24.11.2003","970,74","946,59","970,74","946,59","","2,72%"
"21.11.2003","945,02","922,11","945,68","918,18","","2,48%"
"20.11.2003","922,11","920,03","923,04","915,57","","0,11%"
"19.11.2003","921,09","917,20","921,54","915,06","","0,48%"
"18.11.2003","916,72","916,85","925,17","913,22","","0,34%"
"17.11.2003","913,62","932,21","935,60","909,03","","-1,99%"
"14.11.2003","932,21","932,43","940,59","927,67","","-0,02%"
"13.11.2003","932,43","924,60","937,02","920,73","","0,87%"
"12.11.2003","924,37","915,89","928,65","908,68","","0,64%"
"11.11.2003","918,46","951,80","956,58","907,25","","-3,50%"
"10.11.2003","951,80","960,59","960,93","947,17","","-1,17%"
"07.11.2003","963,06","965,91","969,01","959,37","","-0,30%"
"05.11.2003","965,91","955,55","965,91","939,41","","1,19%"
"04.11.2003","954,53","946,87","956,92","943,87","","0,98%"
"03.11.2003","945,30","929,89","950,79","929,89","","1,66%"
"31.10.2003","929,89","936,30","936,30","923,88","","-0,89%"
"30.10.2003","938,21","942,98","958,70","935,68","","-0,51%"
"29.10.2003","942,99","939,45","950,80","935,55","","0,36%"
"28.10.2003","939,62","917,18","939,74","912,71","","2,36%"
"27.10.2003","917,98","924,74","936,31","915,37","","-0,62%"
"24.10.2003","923,73","892,06","924,78","892,06","","3,59%"
"23.10.2003","891,73","891,52","897,24","880,18","","-0,02%"
"22.10.2003","891,87","914,36","926,30","887,86","","-2,41%"
"21.10.2003","913,91","903,39","919,47","903,39","","1,23%"
"20.10.2003","902,83","879,36","904,76","879,36","","2,85%"
"17.10.2003","877,84","868,75","880,79","868,75","","1,22%"
"16.10.2003","867,22","869,70","875,23","864,81","","-0,27%"
"15.10.2003","869,60","865,69","874,32","865,69","","0,54%"
"14.10.2003","864,89","864,46","882,42","864,46","","0,17%"
"10.10.2003","863,44","862,54","872,18","859,92","","0,10%"
"09.10.2003","862,54","846,08","865,92","846,08","","2,00%"
"08.10.2003","845,60","830,71","847,10","825,96","","1,73%"
"07.10.2003","831,22","832,40","839,88","828,96","","0,03%"
"06.10.2003","830,96","831,11","836,52","822,46","","0,10%"
"03.10.2003","830,16","831,75","840,86","827,71","","-0,19%"
"02.10.2003","831,75","828,25","836,48","828,25","","0,46%"
"01.10.2003","827,91","829,20","833,32","818,89","","0,03%"
"30.09.2003","827,69","820,28","828,56","817,13","","0,92%"
"29.09.2003","820,17","810,76","820,17","810,76","","1,22%"
"26.09.2003","810,26","804,14","816,20","794,46","","0,79%"
"25.09.2003","803,89","811,43","815,81","800,44","","-0,96%"
"24.09.2003","811,65","794,45","812,74","793,36","","2,17%"
"23.09.2003","794,45","793,62","801,52","791,47","","0,02%"
"22.09.2003","794,26","779,09","794,26","771,17","","1,61%"
"19.09.2003","781,69","797,03","797,03","776,44","","-2,05%"
"18.09.2003","798,09","798,00","807,47","793,78","","-0,23%"
"17.09.2003","799,96","796,73","803,92","791,49","","0,44%"
"16.09.2003","796,45","778,64","796,45","771,99","","2,29%"
"15.09.2003","778,64","765,08","778,64","764,36","","1,83%"
"12.09.2003","764,65","761,93","765,93","758,89","","0,36%"
"11.09.2003","761,93","763,17","779,19","758,19","","-0,09%"
"10.09.2003","762,61","727,54","765,40","727,54","","4,85%"
"09.09.2003","727,33","754,31","754,31","725,03","","-3,66%"
"08.09.2003","755,00","749,96","758,84","742,77","","0,55%"
"05.09.2003","750,87","736,73","753,69","736,73","","2,26%"
"04.09.2003","734,25","736,35","748,29","731,57","","0,07%"
"03.09.2003","733,75","724,98","738,98","724,98","","1,21%"
"02.09.2003","724,98","713,07","729,15","713,07","","1,76%"
"01.09.2003","712,43","713,33","713,33","708,11","","-0,13%"
"29.08.2003","713,33","715,68","716,00","708,16","","-0,21%"
"28.08.2003","714,82","709,15","718,82","709,15","","0,86%"
"27.08.2003","708,74","697,83","715,06","697,83","","1,64%"
"26.08.2003","697,30","691,55","697,61","691,55","","0,96%"
"25.08.2003","690,65","682,98","691,93","682,29","","0,99%"
"22.08.2003","683,87","697,97","703,97","683,11","","-1,96%"
"21.08.2003","697,56","675,50","698,38","675,18","","3,40%"
"20.08.2003","674,63","687,79","687,79","661,24","","-1,94%"
"19.08.2003","687,98","714,07","714,64","687,58","","-3,60%"
"15.08.2003","713,66","719,82","719,82","713,21","","-0,93%"
"14.08.2003","720,33","718,75","723,87","712,93","","0,22%"
"13.08.2003","718,75","716,60","721,90","711,29","","0,36%"
"12.08.2003","716,19","714,38","717,62","701,63","","0,17%"
"11.08.2003","715,01","740,47","742,10","713,25","","-3,41%"
"08.08.2003","740,25","742,35","754,62","739,39","","-0,20%"
"07.08.2003","741,72","736,84","747,42","736,84","","0,54%"
"06.08.2003","737,74","742,09","745,98","736,47","","-0,59%"
"05.08.2003","742,09","756,35","759,07","742,09","","-1,70%"
"04.08.2003","754,89","748,42","755,16","746,14","","0,82%"
"01.08.2003","748,78","754,44","758,41","747,78","","-0,87%"
"31.07.2003","755,34","764,19","774,30","752,56","","-1,05%"
"30.07.2003","763,38","759,15","776,69","759,15","","0,63%"
"29.07.2003","758,62","735,77","758,98","732,36","","3,14%"
"28.07.2003","735,51","734,43","735,51","726,11","","0,24%"
"25.07.2003","733,76","734,22","737,41","729,61","","-0,29%"
"24.07.2003","735,92","747,90","749,73","733,66","","-1,54%"
"23.07.2003","747,45","748,50","755,12","745,21","","0,18%"
"22.07.2003","746,08","737,80","747,12","730,81","","1,24%"
"21.07.2003","736,91","747,19","755,00","735,83","","-0,85%"
"18.07.2003","743,24","724,44","743,24","724,44","","3,03%"
"17.07.2003","721,38","699,60","722,23","699,21","","3,31%"
"16.07.2003","698,26","693,32","699,54","685,53","","0,71%"
"15.07.2003","693,32","704,69","706,98","687,71","","-2,17%"
"14.07.2003","708,69","709,61","713,20","702,96","","-0,25%"
"11.07.2003","710,50","709,09","720,51","706,99","","0,63%"
"10.07.2003","706,02","718,02","718,02","699,19","","-2,10%"
"08.07.2003","721,18","736,53","738,28","720,04","","-2,38%"
"07.07.2003","738,78","728,62","747,40","728,62","","1,58%"
"04.07.2003","727,28","722,41","729,35","708,87","","0,86%"
"03.07.2003","721,06","743,40","745,45","717,54","","-3,73%"
"02.07.2003","749,02","757,06","764,82","744,89","","-1,26%"
"01.07.2003","758,54","765,28","765,65","749,90","","-0,92%"
"30.06.2003","765,61","739,95","768,43","739,95","","4,33%"
"27.06.2003","733,85","735,74","751,75","721,84","","-0,61%"
"26.06.2003","738,35","787,08","787,08","738,02","","-6,84%"
"25.06.2003","792,60","795,56","798,92","779,46","","-0,24%"
"24.06.2003","794,50","807,37","815,77","791,77","","-1,37%"
"23.06.2003","805,54","801,00","812,14","790,04","","0,55%"
"20.06.2003","801,17","783,94","808,36","783,44","","2,33%"
"19.06.2003","782,91","769,72","786,15","768,56","","1,58%"
"18.06.2003","770,70","792,53","792,64","766,09","","-2,70%"
"17.06.2003","792,05","776,77","794,49","776,77","","3,08%"
"13.06.2003","768,39","766,90","787,37","766,66","","0,63%"
"12.06.2003","763,57","739,42","764,33","736,86","","3,62%"
"11.06.2003","736,89","731,51","739,23","730,15","","1,14%"
"10.06.2003","728,55","718,87","732,97","718,58","","1,45%"
"09.06.2003","718,17","718,89","725,04","712,62","","-0,07%"
"06.06.2003","718,70","703,35","719,39","703,34","","2,24%"
"05.06.2003","702,93","700,36","706,75","694,26","","0,17%"
